,Unnamed: 0,utterance,emotion
373,373.0,thank you!,joy
374,374.0,aur yah pan rosesh ke liye hamesha aise hi train wale dialogue likhate rehna han rosesh,joy
375,375.0,thanks! tumne apne liye kuchh nahin liya,neutral
376,376.0,hi dad!,neutral
377,377.0,oh hi sahil! drink logay,neutral
378,378.0,aaj aap fir pi rahe ho?,anger
379,379.0,roz thodi pita hun,neutral
380,380.0,kal bhi aapane pi thi,anger
381,381.0,do peg piti sirf,anger
382,382.0,parso aapane vodka pi thi,neutral
383,383.0,ghar par party thi na,neutral
384,384.0,tarson apne dinner baby pi thi,neutral
385,385.0,are 3 glass white wine pithi it went with the dinner,neutral
386,386.0,uske agale din aapane ramona ke wedding reception per bhi pi thi. uske pahle aapane club ke party mein bhi pi thi. uske pahle natwar chacha ki shok sabha mein nahin pi thi,contempt
387,387.0,dekha kaha tha na ki main roj thodi pita hun,neutral
388,388.0,aap roj thodi nahin thodi jyada pite hain. dad it's not good for health. why don't you try to understand,anger
389,389.0,"oh hello hello male maya please! mushkil se maya se chhutti mili hai vah to sham hote hi shuru ho jaati hai, what is this indra vardhan fir drink karne ke baith gaye isase achcha chalo na walk per chalte hain",contempt
391,391.0,achcha tu hi bata agar tujhe drinking aur biwi ke sath walk main jaane mein choice mile to to tu kya choose karega? bol bol,neutral
392,392.0,toh.,neutral
393,393.0,haan?,neutral
394,394.0,meri baat chhodiye na,neutral
395,395.0,kyon?,anger
396,396.0,main young hun dad mein drinks hazam kar sakta hun.,neutral
397,397.0,haan toh mein bhi fit hun rosewalk karta hun,neutral
398,398.0,achcha?,neutral
399,399.0,ghar mein,neutral
400,400.0,achcha ghar mein?,surprise
401,401.0,han. char bar ise lene uthta hun soda laane khud chahta hun fridge tak aur vahan se wapas lekar aata hun,neutral
402,402.0,dad aap argument karna chahte ho to fine. have it your way after all it's your life,neutral
403,403.0,cheers!,neutral
404,404.0,by the way mom kahan hai?,neutral
405,405.0,are han woh hamari wedding anniversary ki party ki taiyari karne gai hui hai us club,neutral
406,406.0,aur rosesh?,neutral
407,407.0,woh apni momma ki har baat pe yes momma ye momma karte sath gaya hua hai,contempt
408,408.0,bye. han aapke khane ka kya ?,neutral
409,409.0,are han.? sahil tumhare ghar kya khana banaa hai?,neutral
410,410.0,subah ki daal hai. aur. daal hai bus,neutral
411,411.0,main yahi khaunga,neutral
412,412.0,monisha ghasitaram se chole bhature lekar a rahi,joy
413,413.0,dinner at 9:30 at your house fixed.,joy
414,414.0,haha i thought as well. baki aap ki or se wedding anniversary ki sari planning?,neutral
415,415.0,sari planning ho gai hai chill,neutral
416,416.0,great toh monisha chhole bhature lekar a rahi hai,neutral
417,417.0,ok ok vah this is called life. jab main khud apni company hun toh mujhe jarurat kiski. kaju badam pune ka chivda ice soda and whiskey. hahaha arre yah to kavita ho gai i must jot it down,joy
418,418.0,puri hui teri jindagi puri hui hai teri jindagi chalna padega aaj dharti se le jaane tere pran aaye hai swayam yamraj. aaye hain swayam yamraj,neutral
419,419.0,yamraj,fear
420,420.0,tujhe lene aaya hun indravardhan.,neutral
421,421.0,daddy ji dekhiae main aapke liye kya lai hun ghasitaram ke chhole bhature,joy
422,422.0,han magar woh chale gaye,fear
423,423.0,kaun? kaun chala gaya,neutral
424,424.0,now darling. tum shayad koi sapna dekha hoga,neutral
425,425.0,nahin maya. monisha khushbudar khana lekar enter hui aur.,fear
426,426.0,there what did i tell you? tumne sapna hi dekha hai. monisha ka khushboodar khana lekar aana sach mein possible hai?,neutral
427,427.0,maya woh khana monisha ne khud nahin banaya tha.,neutral
428,428.0,fir shayad vah sapna nahin sach ho sakta hai,neutral
429,429.0,ho sakta nahin maya yah sacchi hai. yamraj aaye the.,fear
430,430.0,that totally ridiculous indravardhan,contempt
431,431.0,are maya main kah raha hun mera yakin karo,anger
432,432.0,antim ghadi yamraj ka aana mythologically middle class indravardhan apparently yamraj tabhi aate hain jab middle-class log marte hain,contempt
433,433.0,yahan bhi middle class maya. achcha to ab upper class marta hai to tab kya hota hai?,neutral
434,434.0,vah log 1 sophisticated tunnel se gujar kar safed white light ki taraf chale jaate hain exactly 7 second mein,neutral
435,435.0,achcha! aur middle class?,neutral
436,436.0,unhen aadha poona ghanta do teen din lagte honge shayad.,neutral
437,437.0,kyon?,surprise
438,438.0,tunnel mein vah log dukane dhundhte honge bargaining karne ke liye marne ke bad. fir apni hi barsi ki kheer khane ruk jane ho honge hue. how should i know but the point is yamraj wali baat is comp,contempt
439,439.0,nai nai maya mera yakin karo yamraj aaye the,fear
440,440.0,hath mein gadha lekar mote se bhainse pe baithkar,contempt
441,441.0,han han hath mein gadha tu ki per bhainsa nahin tha. chal kar aaye the,neutral
443,443.0,han kyunki hamari building ke bahar board hai na outside vehicles not allowed.,neutral
444,444.0,very funny indu,contempt
445,445.0,"nahi maya, i am very serious agar vahan bahar park karna building dharm hai to yamraj to dharmraj hai. unhone is aagya ka palan avashya kiya hoga",neutral
446,446.0,avashya? achcha chalo main man leti hun pati shri ke yamraj yahan sachin padhare the to fir woh..,neutral
447,447.0,ek minute ek minuteunhone kavita bhi sunaeye thi,neutral
448,448.0,to fir to woh rosesh hoga kisi natak ke costume mein,joy
449,449.0,maya rosesh toh tumhare sath tha bhul gai tum.,fear
450,450.0,han you are right.,fear
451,451.0,maiya mujhe dar lag raha hai kahin main marne wala to nahin hun,fear
452,452.0,don't be silly don't be so silly sweety aisa kuchh bhi nahin hoga yah vaham tum apne mann se nikal lo dekho agar yamraj yahan se aaye the to vah tumhen liye bagair kyon chale gaye hmm yah jarur tumhara koi sapna hoga darling.,neutral
453,453.0,wow bhabhi! yah chhole bhature to trin tron trown hai,joy
454,454.0,ye trin tron trown kya hai?,joy
455,455.0,hathi ki bhasha mein swadisht ka matlab hota hai trin tron trooown,joy
456,456.0,are vah! tum hathi ki bhasha kyu seekh rahe ho?,contempt
457,457.0,agale natak mein main hathi ka role play kar raha hun na,neutral
458,458.0,bacchon ka natak hai?,joy
459,459.0,nahin bhabhi bahut serious natak hai murder mystery ismein ek khooni jisne 19 khoon kiye hai. vah jail se bhag jata hai motorcycle per.,neutral
460,460.0,toh yeh ehmm hathi kahan per aata hai?,neutral
461,461.0,sahil bi raste mein jab uski motor cycle kharab ho jaati hai to vah hathi per baith ke bhag jata. common sense ,contempt
462,462.0,1 minut let me guess. aur vo hansi tum ho,neutral
463,463.0,kya rosesh bhaiya. itna sa role bus,neutral
464,464.0,bhabhi role ki ki lambai mein mat jaaiye ki gehrai dekhiae mera dialogue bhi hai ismein jab mein khooni ko jungle ke use paar chhod deta hun na to woh mujhe thank you kehta hai aur kele chalata hai tab main use kahta hun tra tri troo,joy
465,465.0,matlab thank you haina?,joy
466,466.0,nahin thanks a lot friend,joy
467,467.0,han thanks matlab sirf traa ,contempt
468,468.0,correct,joy
469,469.0,aur ek battura laao,joy
470,470.0,nahin nahin,neutral
471,471.0,1 minute 1 minute come on rosesh ab yah hai na monisha batura ke hath nahin de dena taki rosesh aese karke haar jayega aur khushi mein na apne kan fadfadaye ga,joy
472,472.0,so funny,joy
473,473.0,haha,joy
474,474.0,hi boys hi monisha ,sadness
475,475.0,mom kya baat hai aap pareshan kyon dikh rahi ho,fear
476,476.0,1 minute monisha please mujhe batao tum aaj chole bhature lekar mere ghar aayi thi,neutral
477,477.0,mummy ji main maanti hun maine darvaja nahin khatkhaya tha aur aur tel wale hathon se darvaja khola bi tha aur ghar ke bahar jate waqt darwaza dur se pata kavi tha lekin,fear
478,478.0,main tumhen yah sab nahin poochh rahe main sirf itna pooch rahi hun tum mere ghar choole bhature lekar aayi thi. tumne jaate waqt darvaja patka i mean that is seriously unsophisticated monisha lekin iska matlab tum mere ghar aayi thi?,anger
479,479.0,han,fear
480,480.0,jab tum wahan aayi thi tab tumne wahan kisi aur ko dekha tha?,neutral
481,481.0,aaaa nahin vahan sirf dadi ji the aur thodi se dhare hue the aur vah kah rahe the woh chala gaya woh chala gaya magar meri kuchh samajh mein nahin aaya,neutral
482,482.0,monisha woh yamraj the aur mujhe lene aaye the,fear
484,484.0,han. maiya mujhe lagta hai meri aakhiri ghadi a gai hai,sadness
485,485.0,oh come on stop it indravardhan,anger
486,486.0,maya vo to automatically stop ho jayegi kyunki main marne wala hun,sadness
487,487.0,daddy ji aisa mat kariye na mare aap ke dushman mera matlab hai ghar ke bahar wale dushman,sadness
488,488.0,yah kya kar rahe ho tum indravardhan?,neutral
489,489.0,maiya main check kar raha hun ki main jinda hun ya nahin,sadness
490,490.0,tum absolutely zinda. tumne abhi abhi apni pant washing machine mein dhone dali hai,contempt
491,491.0,you mean.,neutral
492,492.0,with wallet and belt welcome to planet indravardhan. chalo chalo dudh pi lo,neutral
493,493.0,maiya yah to batao nashte mein kya hai?,sadness
494,494.0,sprouted moong and wheat grass juice,neutral
495,495.0,insanon ke nashte mein kya hai?,contempt
496,496.0,hello mr insan cal raat yamraj ko dekhkar kitna dar gaye the na apni sehat ka jara khyal rakhna shuru karo,neutral
497,497.0,arre ek baat to batao agar yamraj ji mujhe lene aaye to tum tum unhen roki gina?,sadness
498,498.0,of course rokungi,neutral
499,499.0,agar unhone mana kar diya to?,sadness
500,500.0,to main unhen samjhaun gi yamraj ji abhi mere indravardhan ki umar hi kya hui hai. aur vaise bhi aapke pass ek narad muni toh hai hi na. aap kisi aur ko kyon nahin le jaate. isi floor mein kitne saare aur log hain. chaliye main aapko ek hint deti hun. uska naam m se shuru hota hai aur kachra main door se shuru hota hai aur tv shuru se shuru hota hai bataiye kaun?,neutral
501,501.0,vah samajh jaenge lekin maya suno na tu sati savitri ki tarah unke piche mere pran wapas lene aaogi na?,neutral
502,502.0,indu ek do bar mein mangu gi but i can't see desperate you know that so middle class but i will try i promise,contempt
503,503.0,chalo indravardhan,anger
504,504.0,nahi yamraj a gaya mujhe lene a gaya maya yamraj.,fear
505,505.0,dad it's me rosesh,neutral
506,506.0,nalayak besharam apne darre hue baap ko darate hue sharm hi aati tujhe ,anger
507,507.0,dad main yah dikhane aaya tha ki yamraj aise hi dikhte the kya?,neutral
508,508.0,get up to same hai per thoda sa for faraq tha vah handsome the ki. unki powerful personality thi. bolte normal the,neutral
509,509.0,very funny hahaha,contempt
510,510.0,i think you look wonderful kitna gora gora cute cute jab kale kale bhains pay baitho gaina tu bada dramatic contrast lagega. lekin tumne yah sab pahna kyon?,joy
511,511.0,momma mai ye samjhane ki koshish kar raha hun ki kisine dad ko isi tarah ke costume pahan kar darane ki koshish nahin ki hogi?,neutral
512,512.0,oh my god,fear
513,513.0,kya hua indravardhan?,neutral
514,514.0,maiya mera dudh aur gaas poos wala nashta taiyar karo main bahut karke aata hun aur sham ko mere sath complete blood checkup ke liye jarur aana han?,fear
515,515.0,ok,neutral
516,516.0,aaaa,surprise
517,517.0,hahaha,joy
518,518.0,rascals rascals bade ve hamari society,anger
519,519.0,chi chi chi sahil apni sagi maa ke bare mein aisa nahin kahate,neutral
520,520.0,just shut up ok meri gadi ki headlights thodi hai,anger
521,521.0,woh..,neutral
522,522.0,tum chala rahi thi gadi,anger
523,523.0,nahin nahin nahin main nahin chalai tumhari gadi sach kah rahi ho. yah sab chhodo sahil yah batao yamraj agar sachmuch yahan a gaye to vah dadi ji ke atma ko kahan le jaenge?,neutral
524,524.0,of course swarg mei,neutral
525,525.0,oh. matlab marne ke bad mummy ji ko dadi ji se alag rahana padega?,fear
526,526.0,very funny main nahane ja raha hun maire liye nashta laga.,neutral
527,527.0,sahil sahil sahil,fear
528,528.0,kya?,neutral
529,529.0,gas khatm ho gaya hai,neutral
530,530.0,manisha hamare ghar mein spare cylinder hota ha,neutral
531,531.0,han lekin maine hua 3rd floor wali mrs advani ko de diya 200 rupaye extra lekar,fear
532,532.0,kya?,surprise
533,533.0,unhen jarurat thi na toh,fear
534,534.0,toh kya padosiyon ki madad karna hamara farz hai monisha.,anger
535,535.0,tumhari gadi ke headlights mrs. advani nahin tode hain,neutral
536,536.0,what are you saying damn it.,anger
537,537.0,sahil tum chinta mat karo main mrs. advani se paise le liye hain,joy
538,538.0,manisha 5000 ke headlight hai woh,anger
539,539.0,maine 7500 mein deal final ki sahil,joy
540,540.0,meri bargain queen,joy
541,541.0,ab tum jao ja ke naha ke aao,joy
542,542.0,tab tak main tumhare liye garma garam vada pav mangati hoon,joy
543,543.0,monisha beti,neutral
544,544.0,ji,neutral
545,545.0,indravardhan kahan hai?,neutral
546,546.0,aaaa. mama. sahil. sahil,fear
547,547.0,monisha bhabhi yah dekhiae babu sweet shop ke rasgulla,joy
548,548.0,rasgulle oo bye bye,fear
549,549.0,oh my god oh my god yah to,fear
550,550.0,haan,fear
551,551.0,kya hua? manisha tum chillai kyon?,fear
552,552.0,sahil bhai yahan yamraj aaye the,fear
554,554.0,han han aur vah rosesh bhaiya ko dekhte hi bhag gaye,fear
555,555.0,rosesh tumne yamraj ko dara diya,anger
556,556.0,sahil bhai there is a pattern,neutral
557,557.0,kaisa pattern?,anger
558,558.0,pahli bar yamraj chhole bhature dekhkar bagaya tha is bar rasgulle,neutral
559,559.0,matlab?,fear
560,560.0,matlab yamraj tra troo tree,neutral
561,561.0,are vah iska kya matlab?,contempt
562,562.0,hathi ki bhasha mein yamraj khana dekh kar ke bhag jaate hai. tra tro tree,neutral
563,563.0,o hathi chaap sherlock homes. monisha relax. suno meri baat,neutral
564,564.0,kaash main sahil ki baat mani hoti aur sharab pina bilkul cut ki hoti,sadness
565,565.0,better late than never sweetie,neutral
566,566.0,"nai nai maya. ab se nashte mein se dudh, methi ka juice aur mausabhi. aur lunch aur dinner mein soup or salad. that's it",fear
567,567.0,aur vah sare chocolate aur cookies aur custard and samosa uska kya?,neutral
568,568.0,"nahin nahin nahin nahin main ghar pura saaf kar diya hai chivda,chakri, kachori mithaai vagaira sab utha ke main watchmen ko de diye maiya",fear
569,569.0,veri good bahut achcha kiya tumne.,joy
570,570.0,really? bahut achcha kiya fatening chize dedi,neutral
571,571.0,maya,fear
572,572.0,kyunki kya hai main strict diet per hun. isliye un cheezo ko dekhkar bhagana pada,neutral
573,573.0,excuse me kaun hai aap. aur yah kya majak hai radha bhai vitthal,anger
574,574.0,maya maya woh mujhe lene aaye hai,fear
575,575.0,are don't be silly indravardhan. tum piche kya chup rahe ho?,neutral
576,576.0,sharir chup sakta hai lekin atma paardakshak hai indravardhan,neutral
577,577.0,dekhiae aap excuse me aap niche chaliye varna main security ko bulaogi ha,anger
578,578.0,kyon? maine to apna bhainsa building ke paar park kiya. aur han niche register pe dastakhad bhi ki hai,neutral
579,579.0,acha. toh watchman ne aapse kuchh kahani,fear
580,580.0,nahin vah bola hoga koi chambhu ka nautanki wala. chambhu yani rosesh right?,joy
581,581.0,right,fear
582,582.0,hahaha toh chalo indravardhan. ,neutral
583,583.0,rukhi aap rukiye abhi main abhi uska dimag thikane lagate hun,anger
584,584.0,hello watchman. aap mere rosesh ko chambu keh ke bulate hain hah? mujhe sab pata hai jhoot mat bolo,anger
585,585.0,ae maya usko chodo na iska kuchh karona ,fear
586,586.0,chalo indravardhan,neutral
587,587.0,dekho tum yahan se chale jao hah. varna main police ko phone karungi,anger
588,588.0,aaa maya mujhe kuch ,sadness
589,589.0,kya hova,neutral
590,590.0,"maya mujhe kuchh, kuchh ho raha hai kuchh maya",sadness
591,591.0,kuchh nahin ho raha hai. it's just gas yah sab psychological hai indu. tumhen kuchh nahin ho raha jao han main police ko phone kar rahi hon,anger
592,592.0,oh my god ab sar mein dukh raha hai. i can't bear it maya,sadness
593,593.0,kya ho raha hai isse. yah phone bhi nahin lag raha,fear
594,594.0,aao indravardhan,neutral
595,595.0,"nahin nahin ek minute ek minute just just hang on just hang on. let's assume ki aap yamraj hai, aur aap indravardhan ko lene aaye hain lekin aap use nahin le ja sakte kyunki yah mera order hai",neutral
596,596.0,main tumhara order nahin sun sakta,neutral
597,597.0,to fir yah meri request hai.,neutral
598,598.0,samay a gaya hai beti iska,neutral
599,599.0,are yamraj yah kaise ho sakta hai meri sari test clear hai main dieting bhi shuru kar di hai bolo na,fear
600,600.0,han that's right.,fear
601,601.0,mitruv ki vajah hamesha sehat nahin hoti tumhare sath koi hadsa bhi ho sakta hai,neutral
602,602.0,hadsa?,surprise
603,603.0,abhi abhi tum kahan jaane wale the?,neutral
604,604.0,main main vo,neutral
605,605.0,kahan jaane wale the?,surprise
606,606.0,main maya mein vah nahin bata sakta,fear
607,607.0,are yah koi waqt hai nakhre karne ka? kahan jaane wale the om tum ?,anger
608,608.0,tumhare liye shaadi ki salgirah ka tohfa laane ja raha tha.,neutral
609,609.0,really? han. how sweet of you. cal aane wale the tum. 1 minut 1 minut raat ke 12:00 baj rahe hain abhi kaun si dukaan khuli hogi?,neutral
610,610.0,naroattam jewellery shop mein exhibition hai. chand ki roshani mein sitaron ka sale,neutral
611,611.0,haan? how sweet,joy
612,612.0,jao indravardhan,joy
613,613.0,jao indravardhan jaona,joy
614,614.0,ok. beech raste mein accident hoga theek 4:30 minute bad,neutral
615,615.0,nahin nahin to fir isse. roko na ya fir woh accident ko roku,fear
616,616.0,jo likha hai vah nishchit hoga,neutral
617,617.0,you mean accident nishchit hoga,neutral
