,utterance,emotion
425,nahin maya. monisha khushbudar khana lekar enter hui aur.,fear
426,there what did i tell you? tumne sapna hi dekha hai. monisha ka khushboodar khana lekar aana sach mein possible hai?,neutral
427,maya woh khana monisha ne khud nahin banaya tha.,neutral
428,fir shayad vah sapna nahin sach ho sakta hai,neutral
429,ho sakta nahin maya yah sacchi hai. yamraj aaye the.,fear
430,that totally ridiculous indravardhan,contempt
431,are maya main kah raha hun mera yakin karo,anger
432,antim ghadi yamraj ka aana mythologically middle class indravardhan apparently yamraj tabhi aate hain jab middle-class log marte hain,contempt
433,yahan bhi middle class maya. achcha to ab upper class marta hai to tab kya hota hai?,neutral
434,vah log 1 sophisticated tunnel se gujar kar safed white light ki taraf chale jaate hain exactly 7 second mein,neutral
435,achcha! aur middle class?,neutral
436,unhen aadha poona ghanta do teen din lagte honge shayad.,neutral
437,kyon?,surprise
438,tunnel mein vah log dukane dhundhte honge bargaining karne ke liye marne ke bad. fir apni hi barsi ki kheer khane ruk jane ho honge hue. how should i know but the point is yamraj wali baat is comp,contempt
439,nai nai maya mera yakin karo yamraj aaye the,fear
440,hath mein gadha lekar mote se bhainse pe baithkar,contempt
441,han han hath mein gadha tu ki per bhainsa nahin tha. chal kar aaye the,neutral
442,kyon?,surprise
443,han kyunki hamari building ke bahar board hai na outside vehicles not allowed.,neutral
444,very funny indu,contempt
445,"nahi maya, i am very serious agar vahan bahar park karna building dharm hai to yamraj to dharmraj hai. unhone is aagya ka palan avashya kiya hoga",neutral
446,avashya? achcha chalo main man leti hun pati shri ke yamraj yahan sachin padhare the to fir woh..,neutral
447,ek minute ek minuteunhone kavita bhi sunaeye thi,neutral
448,to fir to woh rosesh hoga kisi natak ke costume mein,joy
449,maya rosesh toh tumhare sath tha bhul gai tum.,fear
450,han you are right.,fear
451,maiya mujhe dar lag raha hai kahin main marne wala to nahin hun,fear
452,don't be silly don't be so silly sweety aisa kuchh bhi nahin hoga yah vaham tum apne mann se nikal lo dekho agar yamraj yahan se aaye the to vah tumhen liye bagair kyon chale gaye hmm yah jarur tumhara koi sapna hoga darling.,neutral
453,wow bhabhi! yah chhole bhature to trin tron trown hai,joy
454,ye trin tron trown kya hai?,joy
455,hathi ki bhasha mein swadisht ka matlab hota hai trin tron trooown,joy
456,are vah! tum hathi ki bhasha kyu seekh rahe ho?,contempt
457,agale natak mein main hathi ka role play kar raha hun na,neutral
458,bacchon ka natak hai?,joy
459,nahin bhabhi bahut serious natak hai murder mystery ismein ek khooni jisne 19 khoon kiye hai. vah jail se bhag jata hai motorcycle per.,neutral
460,toh yeh ehmm hathi kahan per aata hai?,neutral
461,sahil bi raste mein jab uski motor cycle kharab ho jaati hai to vah hathi per baith ke bhag jata. common sense ,contempt
462,1 minut let me guess. aur vo hansi tum ho,neutral
463,kya rosesh bhaiya. itna sa role bus,neutral
464,bhabhi role ki ki lambai mein mat jaaiye ki gehrai dekhiae mera dialogue bhi hai ismein jab mein khooni ko jungle ke use paar chhod deta hun na to woh mujhe thank you kehta hai aur kele chalata hai tab main use kahta hun tra tri troo,joy
465,matlab thank you haina?,joy
466,nahin thanks a lot friend,joy
467,han thanks matlab sirf traa ,contempt
468,correct,joy
469,aur ek battura laao,joy
470,nahin nahin,neutral
471,1 minute 1 minute come on rosesh ab yah hai na monisha batura ke hath nahin de dena taki rosesh aese karke haar jayega aur khushi mein na apne kan fadfadaye ga,joy
472,so funny,joy
473,haha,joy
474,hi boys hi monisha ,sadness
475,mom kya baat hai aap pareshan kyon dikh rahi ho,fear
476,1 minute monisha please mujhe batao tum aaj chole bhature lekar mere ghar aayi thi,neutral
477,mummy ji main maanti hun maine darvaja nahin khatkhaya tha aur aur tel wale hathon se darvaja khola bi tha aur ghar ke bahar jate waqt darwaza dur se pata kavi tha lekin,fear
478,main tumhen yah sab nahin poochh rahe main sirf itna pooch rahi hun tum mere ghar choole bhature lekar aayi thi. tumne jaate waqt darvaja patka i mean that is seriously unsophisticated monisha lekin iska matlab tum mere ghar aayi thi?,anger
479,han,fear
480,jab tum wahan aayi thi tab tumne wahan kisi aur ko dekha tha?,neutral
481,aaaa nahin vahan sirf dadi ji the aur thodi se dhare hue the aur vah kah rahe the woh chala gaya woh chala gaya magar meri kuchh samajh mein nahin aaya,neutral
482,monisha woh yamraj the aur mujhe lene aaye the,fear
483,what?,surprise
484,han. maiya mujhe lagta hai meri aakhiri ghadi a gai hai,sadness
485,oh come on stop it indravardhan,anger
486,maya vo to automatically stop ho jayegi kyunki main marne wala hun,sadness
487,daddy ji aisa mat kariye na mare aap ke dushman mera matlab hai ghar ke bahar wale dushman,sadness
488,yah kya kar rahe ho tum indravardhan?,neutral
489,maiya main check kar raha hun ki main jinda hun ya nahin,sadness
490,tum absolutely zinda. tumne abhi abhi apni pant washing machine mein dhone dali hai,contempt
491,you mean.,neutral
492,with wallet and belt welcome to planet indravardhan. chalo chalo dudh pi lo,neutral
493,maiya yah to batao nashte mein kya hai?,sadness
494,sprouted moong and wheat grass juice,neutral
495,insanon ke nashte mein kya hai?,contempt
496,hello mr insan cal raat yamraj ko dekhkar kitna dar gaye the na apni sehat ka jara khyal rakhna shuru karo,neutral
497,arre ek baat to batao agar yamraj ji mujhe lene aaye to tum tum unhen roki gina?,sadness
498,of course rokungi,neutral
499,agar unhone mana kar diya to?,sadness
500,to main unhen samjhaun gi yamraj ji abhi mere indravardhan ki umar hi kya hui hai. aur vaise bhi aapke pass ek narad muni toh hai hi na. aap kisi aur ko kyon nahin le jaate. isi floor mein kitne saare aur log hain. chaliye main aapko ek hint deti hun. uska naam m se shuru hota hai aur kachra main door se shuru hota hai aur tv shuru se shuru hota hai bataiye kaun?,neutral
501,vah samajh jaenge lekin maya suno na tu sati savitri ki tarah unke piche mere pran wapas lene aaogi na?,neutral
502,indu ek do bar mein mangu gi but i can't see desperate you know that so middle class but i will try i promise,contempt
503,chalo indravardhan,anger
504,nahi yamraj a gaya mujhe lene a gaya maya yamraj.,fear
505,dad it's me rosesh,neutral
506,nalayak besharam apne darre hue baap ko darate hue sharm hi aati tujhe ,anger
507,dad main yah dikhane aaya tha ki yamraj aise hi dikhte the kya?,neutral
508,get up to same hai per thoda sa for faraq tha vah handsome the ki. unki powerful personality thi. bolte normal the,neutral
509,very funny hahaha,contempt
510,i think you look wonderful kitna gora gora cute cute jab kale kale bhains pay baitho gaina tu bada dramatic contrast lagega. lekin tumne yah sab pahna kyon?,joy
511,momma mai ye samjhane ki koshish kar raha hun ki kisine dad ko isi tarah ke costume pahan kar darane ki koshish nahin ki hogi?,neutral
512,oh my god,fear
513,kya hua indravardhan?,neutral
514,maiya mera dudh aur gaas poos wala nashta taiyar karo main bahut karke aata hun aur sham ko mere sath complete blood checkup ke liye jarur aana han?,fear
515,ok,neutral
516,aaaa,surprise
517,hahaha,joy
518,rascals rascals bade ve hamari society,anger
519,chi chi chi sahil apni sagi maa ke bare mein aisa nahin kahate,neutral
520,just shut up ok meri gadi ki headlights thodi hai,anger
521,woh..,neutral
522,tum chala rahi thi gadi,anger
523,nahin nahin nahin main nahin chalai tumhari gadi sach kah rahi ho. yah sab chhodo sahil yah batao yamraj agar sachmuch yahan a gaye to vah dadi ji ke atma ko kahan le jaenge?,neutral
524,of course swarg mei,neutral
525,oh. matlab marne ke bad mummy ji ko dadi ji se alag rahana padega?,fear
526,very funny main nahane ja raha hun maire liye nashta laga.,neutral
527,sahil sahil sahil,fear
528,kya?,neutral
529,gas khatm ho gaya hai,neutral
530,manisha hamare ghar mein spare cylinder hota ha,neutral
531,han lekin maine hua 3rd floor wali mrs advani ko de diya 200 rupaye extra lekar,fear
532,kya?,surprise
533,unhen jarurat thi na toh,fear
534,toh kya padosiyon ki madad karna hamara farz hai monisha.,anger
535,tumhari gadi ke headlights mrs. advani nahin tode hain,neutral
536,what are you saying damn it.,anger
537,sahil tum chinta mat karo main mrs. advani se paise le liye hain,joy
538,manisha 5000 ke headlight hai woh,anger
539,maine 7500 mein deal final ki sahil,joy
540,meri bargain queen,joy
541,ab tum jao ja ke naha ke aao,joy
542,tab tak main tumhare liye garma garam vada pav mangati hoon,joy
543,monisha beti,neutral
544,ji,neutral
545,indravardhan kahan hai?,neutral
546,aaaa. mama. sahil. sahil,fear
547,monisha bhabhi yah dekhiae babu sweet shop ke rasgulla,joy
548,rasgulle oo bye bye,fear
549,oh my god oh my god yah to,fear
550,haan,fear
551,kya hua? manisha tum chillai kyon?,fear
552,sahil bhai yahan yamraj aaye the,fear
553,what?,surprise
554,han han aur vah rosesh bhaiya ko dekhte hi bhag gaye,fear
555,rosesh tumne yamraj ko dara diya,anger
556,sahil bhai there is a pattern,neutral
557,kaisa pattern?,anger
558,pahli bar yamraj chhole bhature dekhkar bagaya tha is bar rasgulle,neutral
559,matlab?,fear
560,matlab yamraj tra troo tree,neutral
561,are vah iska kya matlab?,contempt
562,hathi ki bhasha mein yamraj khana dekh kar ke bhag jaate hai. tra tro tree,neutral
563,o hathi chaap sherlock homes. monisha relax. suno meri baat,neutral
564,kaash main sahil ki baat mani hoti aur sharab pina bilkul cut ki hoti,sadness
565,better late than never sweetie,neutral
566,"nai nai maya. ab se nashte mein se dudh, methi ka juice aur mausabhi. aur lunch aur dinner mein soup or salad. that's it",fear
567,aur vah sare chocolate aur cookies aur custard and samosa uska kya?,neutral
568,"nahin nahin nahin nahin main ghar pura saaf kar diya hai chivda,chakri, kachori mithaai vagaira sab utha ke main watchmen ko de diye maiya",fear
569,veri good bahut achcha kiya tumne.,joy
570,really? bahut achcha kiya fatening chize dedi,neutral
571,maya,fear
572,kyunki kya hai main strict diet per hun. isliye un cheezo ko dekhkar bhagana pada,neutral
573,excuse me kaun hai aap. aur yah kya majak hai radha bhai vitthal,anger
574,maya maya woh mujhe lene aaye hai,fear
575,are don't be silly indravardhan. tum piche kya chup rahe ho?,neutral
576,sharir chup sakta hai lekin atma paardakshak hai indravardhan,neutral
577,dekhiae aap excuse me aap niche chaliye varna main security ko bulaogi ha,anger
578,kyon? maine to apna bhainsa building ke paar park kiya. aur han niche register pe dastakhad bhi ki hai,neutral
579,acha. toh watchman ne aapse kuchh kahani,fear
580,nahin vah bola hoga koi chambhu ka nautanki wala. chambhu yani rosesh right?,joy
581,right,fear
582,hahaha toh chalo indravardhan. ,neutral
583,rukhi aap rukiye abhi main abhi uska dimag thikane lagate hun,anger
584,hello watchman. aap mere rosesh ko chambu keh ke bulate hain hah? mujhe sab pata hai jhoot mat bolo,anger
585,ae maya usko chodo na iska kuchh karona ,fear
586,chalo indravardhan,neutral
587,dekho tum yahan se chale jao hah. varna main police ko phone karungi,anger
588,aaa maya mujhe kuch ,sadness
589,kya hova,neutral
590,"maya mujhe kuchh, kuchh ho raha hai kuchh maya",sadness
591,kuchh nahin ho raha hai. it's just gas yah sab psychological hai indu. tumhen kuchh nahin ho raha jao han main police ko phone kar rahi hon,anger
592,oh my god ab sar mein dukh raha hai. i can't bear it maya,sadness
593,kya ho raha hai isse. yah phone bhi nahin lag raha,fear
594,aao indravardhan,neutral
595,"nahin nahin ek minute ek minute just just hang on just hang on. let's assume ki aap yamraj hai, aur aap indravardhan ko lene aaye hain lekin aap use nahin le ja sakte kyunki yah mera order hai",neutral
596,main tumhara order nahin sun sakta,neutral
597,to fir yah meri request hai.,neutral
598,samay a gaya hai beti iska,neutral
599,are yamraj yah kaise ho sakta hai meri sari test clear hai main dieting bhi shuru kar di hai bolo na,fear
600,han that's right.,fear
601,mitruv ki vajah hamesha sehat nahin hoti tumhare sath koi hadsa bhi ho sakta hai,neutral
602,hadsa?,surprise
603,abhi abhi tum kahan jaane wale the?,neutral
604,main main vo,neutral
605,kahan jaane wale the?,surprise
606,main maya mein vah nahin bata sakta,fear
607,are yah koi waqt hai nakhre karne ka? kahan jaane wale the om tum ?,anger
608,tumhare liye shaadi ki salgirah ka tohfa laane ja raha tha.,neutral
609,really? han. how sweet of you. cal aane wale the tum. 1 minut 1 minut raat ke 12:00 baj rahe hain abhi kaun si dukaan khuli hogi?,neutral
610,naroattam jewellery shop mein exhibition hai. chand ki roshani mein sitaron ka sale,neutral
611,haan? how sweet,joy
612,jao indravardhan,joy
613,jao indravardhan jaona,joy
614,ok. beech raste mein accident hoga theek 4:30 minute bad,neutral
615,nahin nahin to fir isse. roko na ya fir woh accident ko roku,fear
616,jo likha hai vah nishchit hoga,neutral
617,you mean accident nishchit hoga,neutral
618,ji,neutral
619,just 1 minute haan. hi monisha hi beta listen good news vahan megamall mein midnight se lagi hai sent off 80% off. sirf 1 ghante ke liye. only for ladies. zaroor zaroor. to fir indravardhan ki gadi le jao na. chabi kahan hai?,joy
620,watchmen ke pass.,neutral
621,chabi watchmen ke pass ki hui hai ok bye.,joy
622,samay idravardhan ka aaya hai. hadsa isi ke saath hoga,neutral
623,to pahle bolna chahie tha na. hello monisha vah sale cancel ho gai hai aur khabardar indravardan ki mercedes ko hath lagaya toh,anger
624,aao indravardhan mere piche piche aao,neutral
625,kahan le ja rahe hain aapse indu. jara suno na. yamraj ji oh my god. ,fear
626,hawww. you mean tum ne un donon ko sath dekha han. o saritha saritha lekin dinesh to badalne nahin wala hai na,neutral
627,momma momma,fear
628,usko divorce de do fir se. achha i have to go now. please there is a crisis,neutral
629,sonia ne fir se gadbad kar di pargayab pravesh ke mantra ko lekar. dushyant ke sharir mein aurat ki aatma a gai hai,fear
630,oh no not again. firse woh sabji wali champa ki atma a gai hogi sharir mein,fear
631,nahin nahin is bar sabji wali champa ki atma nahin aayi hai,neutral
632,o thank god. varna woh monisha dushyant ke sharir mein ghussi hui atma ke sath jhagada karne ke liye. champabai last time kitna bekar duniya diya mera refund lungi haan abhi. achcha agar purani sabji ke exchange mein nayi sabji ho to discount kitna milega? hah?,contempt
633,fruad woh sudabni fraud hai. she is a calculative devious scamster,anger
634,that's an interesting choice of words sweetie. monisha se kahana chahie kisi ki burai karna vah tumse sikhe. oh come on cheer up sweety. lo juice piyo,neutral
635,momma sudhamni ne kaha tha ki mujhse ek ladki milane aaegi. magar jo milane i thi use saudamini ne bheja tha. and that's not fair,anger
636,i know sweetie tum itna pareshan thi apni shaadi ki baat ko lekar toh sudhamini tumhara dil rakhne ke liye kisi ko bhej diya hoga,neutral
637,darane ke liye aurat ek moti budhi aunty thi aunty thi,contempt
638,aisa nahin bolate rosesh,neutral
639,pata hai momma use aurat ne mamuli sa printed frock pehna tha frill wala,contempt
640,what?,sadness
641,yes.,neutral
642,you mean wo aurat middle class? aur to yah baat mujhe ab bata rahe ho this is the limit uss sudhamni se kuch kehna,anger
643,maya maya tumhen pata hai tumhari ko saudamini hai na vah bahut badi fraud hai,contempt
644,i know,neutral
645,apna apna hua hai na apna rahul videshi sterling apartment wala usne kaha tha tumhare pitaji bahut lambe jiyenge vah agale din hi chatak gaye. balke unka jo bawarchi hai na usne parso apni 88 birthday o yani,neutral
646,aur momma sudhamini ne,anger
647,please yah sab tum bhul jao na rosesh,neutral
648,kaise bhul jaaun momma meri shaadi mera future,sadness
649,"don't worry about any of that many ek nai mistic, ek future dekhne wale clairvoyant ko bulaya",joy
650,acha?,joy
651,vah apni crystal ball mein dekh ke sab ka future bataenge,joy
652,achcha vah kya item dhundhi hai tumne maiya kaun hai tumhara ya sophisticated baba,contempt
653,usi baba mat ko indu unka naam hai mr sindolin,neutral
654,monisha,anger
655,chup karo na sahil. ichchadhari saanse apne bahu ko dasne ja rahi hai,neutral
656,main tumhen kaatne a raha hun.,anger
657,aila. lagta hai kuch hone wala hai sahil. shalini mongoose nikali nevla sans nagin tu bahu neva kya kahani mein twist hai sahil kya kahani mein twist hai,joy
