,utterance,emotion
4678,लेकिन उन्होंने मुझे फोन पर बताया।,surprise
4680,कि,surprise
4681,मैं अभी अपने नए अपार्टमेंट में जाने जा रहा हूँ। Eh,joy
4682,हे मैं कौन हूँ,surprise
4683,ओह हे लोग,joy
4691,क्या,surprise
4692,यह बेंच यह मैं क्या कर सकता हूँ ओह प्रस्तुत,surprise
4693,नहीं क्या,fear
4694,क्या,surprise
4701,क्या आप मुझसे शादी करने के लिए पूछ रहे हैं,surprise
4702,यह आपकी दादी है सगाई की अंगूठी मैं चाहता हूँ कि आप इसे राहेल को दें।,joy
4703,माँ नहीं आया धन्यवाद।,surprise
4704,बस मुझे सुनो,fear
4705,हो सकता है कि यह क्या हुआ है अगर मैं अधिक पोषण कर रहा हूँ या मैं अधिक ध्यान दिया या मैं एक गर्भाशय था।,sadness
4706,मैं नहीं जानता नहीं तुम नहीं जानते,sadness
4707,तुम,sadness
4708,धन्यवाद।,sadness
4710,प्रतीक्षा करें प्रतीक्षा करें प्रतीक्षा करें प्रतीक्षा करें।,surprise
4711,हुह,surprise
4715,क्या,surprise
4717,हाँ। हाय मार्क,surprise
4718,मैं सिर्फ जोआना से बात करता हूँ और वह आपको प्यार करती है। आपको यह नौकरी मिली।,joy
4719,ओह मैंने किया,surprise
4720,हाँ।,joy
4721,हे मेरे परमेश्वर,surprise
4722,बधाई lationslations।,joy
4723,मैं क्या कर सकता हूँ क्या है,anger
4727,क्या आप इस पर बहुत अच्छा नहीं हैं,anger
4730,हे मेरे परमेश्वर तो वह था ओह मैं मैंने मिल गया मुझे हंस टक्कर मिली है।,surprise
