,Unnamed: 0,Translated_Utterance,Emotion
422,512,महिलाओं को उन लोगों से प्यार है जो शिशुओं से प्यार करते हैं।,neutral
423,513,यह पूरी तरह से संवेदनशील बात है।,neutral
424,514,त्वरित रूप से उस पर उसका उद्देश्य उस पर ओ बेब्स को पैक करना है।,neutral
425,515,शायद उनमें से एक दूर हो जाएगा।,neutral
426,517,सब ठीक है बच्चे को जन्म देती है।,neutral
427,518,नहीं मुझे मिला।,neutral
428,520,ओह गंभीरता से आप उसे चाहते हैं,surprise
429,521,नमस्ते।,neutral
430,522,ठीक है मत सोचो मुझे नहीं सोचो,surprise
431,523,क्या आप उसे गंध करना चाहते हैं,neutral
432,524,ओह हाँ। वह उस महान बच्चे की गंध है। अपने सिर का एक whiff प्राप्त करें।,joy
433,526,ठीक है हम महान लोग हैं।,neutral
