,Translated_Utterance,Emotion
409,"ठीक है, हमारे पास यहां बहुत सारे विकल्प हैं, आपके लिए कई प्रोटोटाइप हैं।",neutral
410,वाह! यह बहुत अच्छा लग रहा है!,joy
411,"हाँ! ठीक है, यह एक मशरूम टोपी है। Umm, यह एक bologna से बना है।",non-neutral
412,And-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-th-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-d-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-and-,non-neutral
413,आप एक और औरत चुंबन!,non-neutral
414,यह भी कहते हैं?,neutral
415,नमस्ते!,non-neutral
416,"ठीक है, मैं? मैं कुछ पानी में इनको प्राप्त करने जा रहा हूँ।",neutral
417,क्या आप इन लोगों से शादी करते हैं?,surprise
418,"नहीं, मैंने उन्हें होटल लॉबी से लिया।",neutral
419,"हाँ, उन्हें लगता है कि वे मुझे कुछ गंदा फिल्म और मशुगा नट्स के बैग के लिए चार्ज कर सकते हैं, उन्हें एक और सोच आ रही है।",anger
